Phylogenetic_Order,Megaclass,Superclass,Class,Subclass,Infraclass,Megacohort,Supercohort,Cohort,Subcohort,Infracohort,Section,Subsection,Division,Subdivision,Series,Subseries,Superorder,Order,Suborder,Infraorder,Family,Validity,Examined/not examined,Monophyly,
Clade08b,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Clupei,,,,,,,,,Clupeiformes,Clupeoidei,,Sundasalangidae,Not validated,_,_,
Clade08b,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Clupei,,,,,,,,,Clupeiformes,Clupeoidei,,Chirocentridae,Valid,Examined,Monotypic*,
Clade08b,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Clupei,,,,,,,,,Clupeiformes,Clupeoidei,,Clupeidae,Valid,Examined,Not monophyletic; more evidence needed,
Clade08b,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Clupei,,,,,,,,,Clupeiformes,Clupeoidei,,Engraulidae,Valid,Examined,Yes,
Clade08b,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Clupei,,,,,,,,,Clupeiformes,Clupeoidei,,Pristigasteridae,Valid,Examined,Yes,
Clade09,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Alepocephali,,,,,,,,,Alepocephaliformes,,,Leptochilichthyidae,Not validated,_,_,
Clade09,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Alepocephali,,,,,,,,,Alepocephaliformes,,,Alepocephalidae,Valid,Examined,Not monophyletic; monophyletic in other studies,
Clade09,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Alepocephali,,,,,,,,,Alepocephaliformes,,,Platytroctidae,Valid,Examined,Yes,
Clade10,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Anotophysa,,,,,,,Gonorynchiformes,,,Phractolaemidae,Not validated,_,_,
Clade10,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Anotophysa,,,,,,,Gonorynchiformes,,,Chanidae,Valid,Examined,Monotypic*,
Clade10,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Anotophysa,,,,,,,Gonorynchiformes,,,Gonorynchidae,Valid,Examined,Yes,
Clade10,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Anotophysa,,,,,,,Gonorynchiformes,,,Kneriidae,Valid,Examined,Yes,
Clade11a,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Cypriniphysae,Cypriniformes,Gyrinocheiloidei,,Gyrinocheilidae,Valid,Examined,Monotypic*,
Clade11b,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Cypriniphysae,Cypriniformes,Catostomoidei,,Catostomidae,Valid,Examined,Yes,
Clade11c,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Cypriniphysae,Cypriniformes,Cobitoidei,,Balitoridae,Valid,Examined,Monotypic*,
Clade11c,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Cypriniphysae,Cypriniformes,Cobitoidei,,Barbuccidae,Valid,Not examined,_,
Clade11c,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Cypriniphysae,Cypriniformes,Cobitoidei,,Botiidae,Valid,Examined,Yes,
Clade11c,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Cypriniphysae,Cypriniformes,Cobitoidei,,Cobitidae,Valid,Examined,Yes,
Clade11c,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Cypriniphysae,Cypriniformes,Cobitoidei,,Ellopostomatidae,Valid,Not examined,_,
Clade11c,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Cypriniphysae,Cypriniformes,Cobitoidei,,Gastromyzontidae,Valid,Examined,Yes,
Clade11c,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Cypriniphysae,Cypriniformes,Cobitoidei,,Nemacheilidae,Valid,Examined,Yes,
Clade11c,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Cypriniphysae,Cypriniformes,Cobitoidei,,Serpenticobitidae,Valid,Not examined,_,
Clade11c,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Cypriniphysae,Cypriniformes,Cobitoidei,,Vaillantellidae,Valid,Examined,Monotypic*,
Clade11d,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Cypriniphysae,Cypriniformes,Cyprinoidei,,Acheilognathidae,Valid,Examined,Monotypic*,
Clade11d,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Cypriniphysae,Cypriniformes,Cyprinoidei,,Cyprinidae,Valid,Examined,Yes,
Clade11d,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Cypriniphysae,Cypriniformes,Cyprinoidei,,Danionidae,Valid,Examined,Yes,
Clade11d,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Cypriniphysae,Cypriniformes,Cyprinoidei,,Gobionidae,Valid,Examined,Yes,
Clade11d,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Cypriniphysae,Cypriniformes,Cyprinoidei,,Leptobarbidae,Valid,Not examined,_,
Clade11d,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Cypriniphysae,Cypriniformes,Cyprinoidei,,Leuciscidae,Valid,Examined,Yes,
Clade11d,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Cypriniphysae,Cypriniformes,Cyprinoidei,,Paedocyprididae,Valid,Examined,Monotypic*,
Clade11d,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Cypriniphysae,Cypriniformes,Cyprinoidei,,Psilorhynchidae,Valid,Not examined,_,
Clade11d,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Cypriniphysae,Cypriniformes,Cyprinoidei,,Sundadanionidae,Valid,Examined,Monotypic*,
Clade11d,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Cypriniphysae,Cypriniformes,Cyprinoidei,,Tanichthyidae,Valid,Examined,Monotypic*,
Clade11d,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Cypriniphysae,Cypriniformes,Cyprinoidei,,Tincidae,Valid,Not examined,_,
Clade11d,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Cypriniphysae,Cypriniformes,Cyprinoidei,,Xenocyprididae,Valid,Examined,Yes,
Clade12a,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Characiphysae,Characiformes,Citharinoidei,,Citharinidae,Valid,Examined,Yes,
Clade12a,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Characiphysae,Characiformes,Citharinoidei,,Distichodontidae,Valid,Examined,Yes,
Clade12b,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Characiphysae,Characiformes,Characoidei,,Acestrorhynchidae,Valid,Examined,Monotypic*,
Clade12b,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Characiphysae,Characiformes,Characoidei,,Alestidae,Valid,Examined,Yes,
Clade12b,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Characiphysae,Characiformes,Characoidei,,Anostomidae,Valid,Examined,Yes,
Clade12b,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Characiphysae,Characiformes,Characoidei,,Bryconidae,Valid,Not examined,_,
Clade12b,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Characiphysae,Characiformes,Characoidei,,Chalceidae,Valid,Examined,Monotypic*,
Clade12b,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Characiphysae,Characiformes,Characoidei,,Characidae,Valid,Examined,Yes,
Clade12b,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Characiphysae,Characiformes,Characoidei,,Chilodontidae,Valid,Examined,Monotypic*,
Clade12b,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Characiphysae,Characiformes,Characoidei,,Crenuchidae,Valid,Examined,Yes,
Clade12b,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Characiphysae,Characiformes,Characoidei,,Ctenoluciidae,Valid,Examined,Monotypic*,
Clade12b,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Characiphysae,Characiformes,Characoidei,,Curimatidae,Valid,Examined,Yes,
Clade12b,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Characiphysae,Characiformes,Characoidei,,Cynodontidae,Valid,Examined,Yes,
Clade12b,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Characiphysae,Characiformes,Characoidei,,Erythrinidae,Valid,Examined,Yes,
Clade12b,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Characiphysae,Characiformes,Characoidei,,Gasteropelecidae,Valid,Examined,Yes,
Clade12b,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Characiphysae,Characiformes,Characoidei,,Hemiodontidae,Valid,Examined,Yes,
Clade12b,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Characiphysae,Characiformes,Characoidei,,Hepsetidae,Valid,Examined,Monotypic*,
Clade12b,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Characiphysae,Characiformes,Characoidei,,Iguanodectidae,Valid,Examined,Monotypic*,
Clade12b,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Characiphysae,Characiformes,Characoidei,,Lebiasinidae,Valid,Examined,Yes,
Clade12b,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Characiphysae,Characiformes,Characoidei,,Parodontidae,Valid,Examined,Yes,
Clade12b,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Characiphysae,Characiformes,Characoidei,,Prochilodontidae,Valid,Examined,Yes,
Clade12b,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Characiphysae,Characiformes,Characoidei,,Serrasalmidae,Valid,Examined,Yes,
Clade12b,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Characiphysae,Characiformes,Characoidei,,Triportheidae,Valid,Examined,Monotypic*,
Clade13,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Siluriphysae,Gymnotiformes,Sternopygoidei,,Apteronotidae,Valid,Examined,Yes,
Clade13,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Siluriphysae,Gymnotiformes,Gymnotoidei,,Gymnotidae,Valid,Examined,Monotypic*,
Clade13,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Siluriphysae,Gymnotiformes,Sternopygoidei,,Hypopomidae,Valid,Examined,Yes,
Clade13,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Siluriphysae,Gymnotiformes,Sternopygoidei,,Rhamphichthyidae,Valid,Examined,Yes,
Clade13,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Siluriphysae,Gymnotiformes,Sternopygoidei,,Sternopygidae,Valid,Examined,Yes,
Clade14,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Siluriphysae,Siluriformes,Siluroidei,,Olyridae,Not validated,_,_,
Clade14,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Siluriphysae,Siluriformes,Siluroidei,,Amblycipitidae,Valid,Not examined,_,
Clade14,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Siluriphysae,Siluriformes,Siluroidei,,Amphiliidae,Valid,Not examined,_,
Clade14,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Siluriphysae,Siluriformes,Siluroidei,,Anchariidae,Valid,Not examined,_,
Clade14,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Siluriphysae,Siluriformes,Siluroidei,,Ariidae,Valid,Not examined,_,
Clade14,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Siluriphysae,Siluriformes,Siluroidei,,Auchenoglanididae,Valid,Not examined,_,
Clade14,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Siluriphysae,Siluriformes,Siluroidei,,Austroglanididae,Valid,Not examined,_,
Clade14,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Siluriphysae,Siluriformes,Siluroidei,,Chacidae,Valid,Not examined,_,
Clade14,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Siluriphysae,Siluriformes,Siluroidei,,Cranoglanididae,Valid,Not examined,_,
Clade14,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Siluriphysae,Siluriformes,Siluroidei,,Erethistidae,Valid,Not examined,_,
Clade14,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Siluriphysae,Siluriformes,Siluroidei,,Heteropneustidae,Valid,Not examined,_,
Clade14,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Siluriphysae,Siluriformes,Siluroidei,,Horabagridae,Valid,Not examined,_,
Clade14,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Siluriphysae,Siluriformes,Siluroidei,,Kryptoglanidae,Valid,Not examined,_,
Clade14,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Siluriphysae,Siluriformes,Siluroidei,,Lacantuniidae,Valid,Not examined,_,
Clade14,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Siluriphysae,Siluriformes,Siluroidei,,Malapteruridae,Valid,Not examined,_,
Clade14,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Siluriphysae,Siluriformes,Siluroidei,,Ritidae,Valid,Not examined,_,
Clade14,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Siluriphysae,Siluriformes,Siluroidei,,Schilbeidae,Valid,Not examined,_,
Clade14a,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Siluriphysae,Siluriformes,Loricarioidei,,Astroblepidae,Valid,Examined,Monotypic*,
Clade14a,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Siluriphysae,Siluriformes,Loricarioidei,,Callichthyidae,Valid,Examined,Monotypic*,
Clade14a,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Siluriphysae,Siluriformes,Loricarioidei,,Loricariidae,Valid,Examined,Yes,
Clade14a,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Siluriphysae,Siluriformes,Loricarioidei,,Nematogenyidae,Valid,Examined,Monotypic*,
Clade14a,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Siluriphysae,Siluriformes,Loricarioidei,,Scoloplacidae,Valid,Not examined,_,
Clade14a,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Siluriphysae,Siluriformes,Loricarioidei,,Trichomycteridae,Valid,Examined,Yes,
Clade14b,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Siluriphysae,Siluriformes,Diplomystoidei,,Diplomystidae,Valid,Examined,Monotypic*,
Clade14c,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Siluriphysae,Siluriformes,Siluroidei,,Ailiidae,Valid,Examined,Yes,
Clade14c,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Siluriphysae,Siluriformes,Siluroidei,,Akysidae,Valid,Examined,Monotypic*,
Clade14c,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Siluriphysae,Siluriformes,Siluroidei,,Aspredinidae,Valid,Examined,Yes,
Clade14c,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Siluriphysae,Siluriformes,Siluroidei,,Auchenipteridae,Valid,Examined,Yes,
Clade14c,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Siluriphysae,Siluriformes,Siluroidei,,Bagridae,Valid,Examined,Yes,
Clade14c,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Siluriphysae,Siluriformes,Siluroidei,,Cetopsidae,Valid,Examined,Yes,
Clade14c,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Siluriphysae,Siluriformes,Siluroidei,,Clariidae,Valid,Examined,Monotypic*,
Clade14c,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Siluriphysae,Siluriformes,Siluroidei,,Claroteidae,Valid,Examined,Yes,
Clade14c,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Siluriphysae,Siluriformes,Siluroidei,,Doradidae,Valid,Examined,Yes,
Clade14c,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Siluriphysae,Siluriformes,Siluroidei,,Heptapteridae,Valid,Examined,Yes,
Clade14c,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Siluriphysae,Siluriformes,Siluroidei,,Ictaluridae,Valid,Examined,Yes,
Clade14c,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Siluriphysae,Siluriformes,Siluroidei,,Mochokidae,Valid,Examined,Yes,
Clade14c,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Siluriphysae,Siluriformes,Siluroidei,,Pangasiidae,Valid,Examined,Yes,
Clade14c,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Siluriphysae,Siluriformes,Siluroidei,,Pimelodidae,Valid,Examined,Yes,
Clade14c,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Siluriphysae,Siluriformes,Siluroidei,,Plotosidae,Valid,Examined,Monotypic*,
Clade14c,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Siluriphysae,Siluriformes,Siluroidei,,Pseudopimelodidae,Valid,Examined,Yes,
Clade14c,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Siluriphysae,Siluriformes,Siluroidei,,Siluridae,Valid,Examined,Yes,
Clade14c,Osteichthyes,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Otomorpha,Ostariophysi,,Otophysa,,,,,,Siluriphysae,Siluriformes,Siluroidei,,Sisoridae,Valid,Examined,Yes,
